validation_loss,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.29333242774009705,0.03752493858337402,False,,,1,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-21,1650816381,0.03752493858337402,93570,marvin,127.0.0.1,0.03752493858337402,0,1,0.0017058849334716797
0.2933266758918762,0.43798398971557617,False,,,2,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.4755089282989502,93570,marvin,127.0.0.1,0.4755089282989502,0,2,0.0017058849334716797
0.2933209538459778,0.03706812858581543,False,,,3,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.5125770568847656,93570,marvin,127.0.0.1,0.5125770568847656,0,3,0.0017058849334716797
0.29331523180007935,0.03643393516540527,False,,,4,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.5490109920501709,93570,marvin,127.0.0.1,0.5490109920501709,0,4,0.0017058849334716797
0.2933095693588257,0.037093162536621094,False,,,5,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.586104154586792,93570,marvin,127.0.0.1,0.586104154586792,0,5,0.0017058849334716797
0.293303906917572,0.036273956298828125,False,,,6,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.6223781108856201,93570,marvin,127.0.0.1,0.6223781108856201,0,6,0.0017058849334716797
0.29329827427864075,0.03568410873413086,False,,,7,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.658062219619751,93570,marvin,127.0.0.1,0.658062219619751,0,7,0.0017058849334716797
0.29329270124435425,0.036090850830078125,False,,,8,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.6941530704498291,93570,marvin,127.0.0.1,0.6941530704498291,0,8,0.0017058849334716797
0.29328709840774536,0.03618192672729492,False,,,9,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.730334997177124,93570,marvin,127.0.0.1,0.730334997177124,0,9,0.0017058849334716797
0.29328152537345886,0.03711509704589844,False,,,10,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.7674500942230225,93570,marvin,127.0.0.1,0.7674500942230225,0,10,0.0017058849334716797
0.29327598214149475,0.049735069274902344,False,,,11,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.8171851634979248,93570,marvin,127.0.0.1,0.8171851634979248,0,11,0.0017058849334716797
0.2932704985141754,0.047637939453125,False,,,12,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.8648231029510498,93570,marvin,127.0.0.1,0.8648231029510498,0,12,0.0017058849334716797
0.2932650148868561,0.0469820499420166,False,,,13,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.9118051528930664,93570,marvin,127.0.0.1,0.9118051528930664,0,13,0.0017058849334716797
0.29325956106185913,0.05288505554199219,False,,,14,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,0.9646902084350586,93570,marvin,127.0.0.1,0.9646902084350586,0,14,0.0017058849334716797
0.2932541072368622,0.042758941650390625,False,,,15,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,1.0074491500854492,93570,marvin,127.0.0.1,1.0074491500854492,0,15,0.0017058849334716797
0.29324871301651,0.040596961975097656,False,,,16,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,1.0480461120605469,93570,marvin,127.0.0.1,1.0480461120605469,0,16,0.0017058849334716797
0.29324328899383545,0.0371551513671875,False,,,17,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,1.0852012634277344,93570,marvin,127.0.0.1,1.0852012634277344,0,17,0.0017058849334716797
0.29323792457580566,0.03595376014709473,False,,,18,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,1.121155023574829,93570,marvin,127.0.0.1,1.121155023574829,0,18,0.0017058849334716797
0.29323258996009827,0.03665018081665039,False,,,19,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,1.1578052043914795,93570,marvin,127.0.0.1,1.1578052043914795,0,19,0.0017058849334716797
0.29322728514671326,0.15412592887878418,True,,,20,546e0_00174,d55a8a786c944815b7e0aede8d96f465,2022-04-24_18-06-22,1650816382,1.3119311332702637,93570,marvin,127.0.0.1,1.3119311332702637,0,20,0.0017058849334716797
